accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	ubound	clusters	props	patterns
1	0.4961	0.6850	0.5121	0.7883	0.0587	0.7022	37.4737	0.2763	1288.0000	416.0000	0.3230	1290.0000
2	0.5055	0.6611	0.5021	0.7973	0.0454	0.7012	37.1053	0.2548	1173.0000	349.0000	0.2975	1175.0000
3	0.4844	0.6518	0.5031	0.8084	0.0424	0.7068	36.8947	0.2585	1084.0000	312.0000	0.2878	1088.0000
4	0.4847	0.6532	0.5070	0.8075	0.0418	0.6966	36.8421	0.2884	985.0000	308.0000	0.3127	988.0000
5	0.5014	0.6534	0.5104	0.7959	0.0403	0.6969	36.9474	0.2736	1022.0000	312.0000	0.3053	1026.0000
6	0.4792	0.6444	0.5015	0.8192	0.0398	0.6918	36.8947	0.2834	976.0000	307.0000	0.3145	980.0000
7	0.4712	0.6460	0.5045	0.8001	0.0407	0.6910	36.6316	0.2880	973.0000	302.0000	0.3104	977.0000
8	0.4920	0.6499	0.5096	0.7987	0.0385	0.7033	36.6316	0.2603	1029.0000	298.0000	0.2896	1033.0000
9	0.4873	0.6430	0.5047	0.8122	0.0407	0.6956	36.8421	0.2899	972.0000	301.0000	0.3097	974.0000
10	0.4862	0.6448	0.5061	0.7999	0.0403	0.7041	36.6316	0.2639	1012.0000	302.0000	0.2984	1018.0000
11	0.5044	0.6453	0.5028	0.7996	0.0407	0.6953	36.4211	0.2641	995.0000	298.0000	0.2995	998.0000
12	0.4883	0.6446	0.5063	0.8073	0.0393	0.7031	36.5263	0.2761	977.0000	293.0000	0.2999	983.0000
13	0.4861	0.6425	0.5030	0.8037	0.0379	0.7034	36.8421	0.2666	965.0000	295.0000	0.3057	970.0000
14	0.4836	0.6467	0.5087	0.8077	0.0410	0.7098	36.5789	0.2602	998.0000	289.0000	0.2896	1002.0000
15	0.4842	0.6525	0.5101	0.8035	0.0391	0.6978	36.7895	0.2780	984.0000	301.0000	0.3059	990.0000
16	0.5022	0.6450	0.5037	0.8021	0.0414	0.7007	36.8421	0.2570	996.0000	293.0000	0.2942	999.0000
17	0.4905	0.6485	0.5076	0.7999	0.0394	0.6946	36.7368	0.2709	973.0000	303.0000	0.3114	976.0000
18	0.4665	0.6439	0.5042	0.8071	0.0395	0.6828	36.8947	0.2863	970.0000	305.0000	0.3144	973.0000
19	0.4963	0.6478	0.5115	0.8118	0.0416	0.6951	36.7368	0.2744	1003.0000	299.0000	0.2981	1007.0000
20	0.4819	0.6462	0.5065	0.7986	0.0398	0.6831	36.7368	0.2939	970.0000	304.0000	0.3134	977.0000
21	0.4951	0.6460	0.5092	0.8155	0.0399	0.6972	36.6316	0.2676	984.0000	300.0000	0.3049	990.0000
22	0.4908	0.6444	0.5002	0.7910	0.0397	0.6941	36.7368	0.2710	1004.0000	302.0000	0.3008	1008.0000
23	0.4977	0.6457	0.5089	0.8041	0.0400	0.6978	36.5263	0.2739	987.0000	298.0000	0.3019	990.0000
24	0.4902	0.6460	0.5100	0.8098	0.0401	0.6962	36.8421	0.2737	962.0000	303.0000	0.3150	966.0000
25	0.4890	0.6499	0.5040	0.8087	0.0404	0.7025	36.6316	0.2659	994.0000	294.0000	0.2958	1000.0000
26	0.4819	0.6536	0.5103	0.7963	0.0413	0.6941	36.6316	0.2700	997.0000	311.0000	0.3119	1001.0000
27	0.4952	0.6488	0.5061	0.8070	0.0413	0.7033	36.7368	0.2629	972.0000	292.0000	0.3004	975.0000
28	0.4952	0.6434	0.5032	0.8157	0.0408	0.6900	36.8421	0.2735	988.0000	296.0000	0.2996	990.0000
29	0.4816	0.6464	0.5058	0.8019	0.0371	0.6939	36.7368	0.2739	1010.0000	304.0000	0.3010	1015.0000
30	0.4915	0.6495	0.5075	0.8002	0.0416	0.7012	36.6842	0.2703	995.0000	296.0000	0.2975	999.0000
31	0.5082	0.6502	0.5099	0.8036	0.0408	0.6968	36.6316	0.2708	980.0000	307.0000	0.3133	984.0000
32	0.5008	0.6446	0.5102	0.8100	0.0405	0.6980	36.7368	0.2687	980.0000	301.0000	0.3071	985.0000
33	0.4925	0.6457	0.5048	0.8035	0.0403	0.6929	36.8421	0.2749	979.0000	297.0000	0.3034	983.0000
34	0.4613	0.6425	0.5111	0.8157	0.0393	0.6760	36.8421	0.2973	930.0000	307.0000	0.3301	936.0000
35	0.4919	0.6481	0.5069	0.7994	0.0401	0.7010	36.5263	0.2639	1009.0000	296.0000	0.2934	1011.0000
36	0.4907	0.6499	0.5096	0.7947	0.0394	0.7080	36.4211	0.2571	999.0000	294.0000	0.2943	1002.0000
37	0.4735	0.6420	0.5045	0.8074	0.0386	0.6972	36.5263	0.2723	1007.0000	297.0000	0.2949	1013.0000
38	0.4941	0.6516	0.5069	0.8118	0.0417	0.6985	36.6316	0.2690	966.0000	300.0000	0.3106	971.0000
