accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	ubound	clusters	props	patterns
1	0.4842	0.6785	0.5037	0.7503	0.1583	0.7060	37.5789	0.2825	1314.0000	437.0000	0.3326	1319.0000
2	0.4753	0.6634	0.5021	0.7677	0.1408	0.7068	37.4211	0.2694	1181.0000	386.0000	0.3268	1187.0000
3	0.4498	0.6564	0.5048	0.7704	0.1298	0.6981	37.0000	0.2788	1077.0000	348.0000	0.3231	1083.0000
4	0.4684	0.6518	0.5033	0.7666	0.1215	0.7040	37.1579	0.2691	1019.0000	327.0000	0.3209	1026.0000
5	0.4579	0.6453	0.5043	0.7646	0.1227	0.7025	36.8421	0.2779	1002.0000	322.0000	0.3214	1007.0000
6	0.4529	0.6467	0.4986	0.7606	0.1211	0.7019	36.9474	0.2920	1018.0000	326.0000	0.3202	1024.0000
7	0.4724	0.6427	0.4970	0.7626	0.1179	0.7038	36.6316	0.2695	990.0000	317.0000	0.3202	994.0000
8	0.4849	0.6441	0.5061	0.7868	0.1211	0.7180	36.6316	0.2603	979.0000	303.0000	0.3095	985.0000
9	0.4538	0.6413	0.5003	0.7768	0.1173	0.6799	36.6316	0.3056	984.0000	330.0000	0.3354	987.0000
10	0.4873	0.6485	0.5061	0.7825	0.1200	0.7030	36.5263	0.2856	954.0000	319.0000	0.3344	956.0000
11	0.4439	0.6439	0.5054	0.7658	0.1194	0.6939	36.5263	0.2887	984.0000	322.0000	0.3272	989.0000
12	0.4895	0.6455	0.5044	0.7732	0.1198	0.6999	36.8947	0.2759	957.0000	313.0000	0.3271	962.0000
13	0.4573	0.6409	0.5022	0.7772	0.1159	0.6844	36.4211	0.2912	973.0000	330.0000	0.3392	978.0000
14	0.4685	0.6439	0.5029	0.7738	0.1215	0.7057	36.5789	0.2700	984.0000	318.0000	0.3232	987.0000
15	0.4494	0.6471	0.5075	0.7633	0.1202	0.6983	36.6842	0.2897	1014.0000	325.0000	0.3205	1020.0000
16	0.4465	0.6490	0.5074	0.7677	0.1147	0.6781	36.5263	0.3012	969.0000	344.0000	0.3550	974.0000
17	0.4468	0.6388	0.5000	0.7866	0.1197	0.6913	36.5789	0.2917	948.0000	312.0000	0.3291	953.0000
18	0.4659	0.6441	0.5023	0.7775	0.1216	0.7038	36.6842	0.2788	984.0000	311.0000	0.3161	990.0000
19	0.4737	0.6471	0.5043	0.7760	0.1201	0.7038	36.8421	0.2782	983.0000	320.0000	0.3255	988.0000
20	0.4811	0.6374	0.4994	0.7851	0.1197	0.7195	36.5789	0.2543	976.0000	292.0000	0.2992	982.0000
