accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	ubound	clusters	props	patterns
1	0.6462	0.4631	0.3425	0.6742	0.0992	0.8032	19.6000	0.0992	957.0000	184.0000	0.1923	959.0000
2	0.7055	0.4590	0.3300	0.6822	0.0930	0.7983	18.9000	0.1102	891.0000	192.0000	0.2155	893.0000
3	0.7009	0.4627	0.3311	0.6769	0.0930	0.7924	19.3000	0.1107	935.0000	188.0000	0.2011	939.0000
4	0.6664	0.4594	0.3457	0.6873	0.0977	0.7888	19.0000	0.1039	939.0000	188.0000	0.2002	947.0000
5	0.6982	0.4557	0.3224	0.6990	0.0938	0.7971	19.0000	0.0947	888.0000	184.0000	0.2072	892.0000
6	0.6950	0.4582	0.3340	0.6672	0.0988	0.8150	19.2000	0.0996	966.0000	193.0000	0.1998	968.0000
7	0.6405	0.4569	0.3318	0.6778	0.0981	0.7941	19.3000	0.0988	935.0000	190.0000	0.2032	937.0000
8	0.6643	0.4623	0.3299	0.6768	0.0932	0.7950	19.2000	0.0928	877.0000	195.0000	0.2223	879.0000
9	0.6396	0.4590	0.3372	0.6617	0.0938	0.7856	19.0000	0.1153	913.0000	188.0000	0.2059	916.0000
10	0.6669	0.4586	0.3311	0.6604	0.0937	0.7818	19.5000	0.1177	895.0000	187.0000	0.2089	897.0000
11	0.6763	0.4561	0.3243	0.6811	0.0975	0.7959	18.8000	0.1232	937.0000	187.0000	0.1996	939.0000
12	0.6403	0.4644	0.3376	0.6822	0.0978	0.7931	18.7000	0.1151	914.0000	188.0000	0.2057	920.0000
13	0.6740	0.4569	0.3262	0.6799	0.0899	0.7952	19.0000	0.1155	885.0000	186.0000	0.2102	887.0000
14	0.6920	0.4602	0.3385	0.6759	0.0954	0.7844	18.9000	0.1232	900.0000	184.0000	0.2044	904.0000
15	0.6830	0.4553	0.3243	0.6630	0.0974	0.7818	19.2000	0.0927	947.0000	200.0000	0.2112	950.0000
16	0.6672	0.4598	0.3319	0.6684	0.0949	0.7909	18.8000	0.1127	929.0000	199.0000	0.2142	931.0000
17	0.6825	0.4561	0.3329	0.6737	0.0906	0.7942	19.2000	0.1040	904.0000	183.0000	0.2024	907.0000
18	0.6708	0.4561	0.3270	0.6690	0.0922	0.7935	19.3000	0.1031	876.0000	192.0000	0.2192	878.0000
19	0.6632	0.4611	0.3391	0.6815	0.0948	0.7878	19.2000	0.1105	884.0000	194.0000	0.2195	886.0000
20	0.6721	0.4557	0.3338	0.6652	0.0904	0.7924	19.2000	0.0970	889.0000	189.0000	0.2126	891.0000
21	0.6590	0.4611	0.3487	0.6533	0.1013	0.7946	19.1000	0.1039	980.0000	197.0000	0.2010	982.0000
22	0.6562	0.4623	0.3340	0.6651	0.0961	0.8057	19.3000	0.0917	957.0000	188.0000	0.1964	959.0000
23	0.6533	0.4557	0.3217	0.6690	0.0943	0.7948	18.9000	0.1090	902.0000	184.0000	0.2040	904.0000
24	0.6666	0.4549	0.3302	0.6846	0.0921	0.7995	19.1000	0.1264	856.0000	181.0000	0.2114	861.0000
25	0.7189	0.4582	0.3287	0.6700	0.0942	0.8000	19.1000	0.0986	934.0000	190.0000	0.2034	936.0000
26	0.6593	0.4582	0.3437	0.6647	0.1019	0.7754	19.0000	0.1130	979.0000	216.0000	0.2206	981.0000
27	0.6395	0.4607	0.3388	0.6614	0.0935	0.7876	19.3000	0.1115	931.0000	203.0000	0.2180	939.0000
28	0.6826	0.4619	0.3449	0.6670	0.0985	0.7897	19.4000	0.1177	955.0000	189.0000	0.1979	957.0000
29	0.6648	0.4611	0.3277	0.6630	0.0993	0.7932	19.2000	0.0971	959.0000	195.0000	0.2033	961.0000
30	0.6575	0.4594	0.3299	0.6563	0.0935	0.7724	19.0000	0.1188	902.0000	202.0000	0.2239	904.0000
31	0.6493	0.4619	0.3338	0.6714	0.0928	0.7709	19.3000	0.1447	893.0000	200.0000	0.2240	895.0000
32	0.7333	0.4594	0.3271	0.6946	0.0925	0.7952	19.2000	0.1068	889.0000	185.0000	0.2081	891.0000
33	0.6589	0.4565	0.3234	0.6661	0.0924	0.7864	19.0000	0.1190	913.0000	199.0000	0.2180	915.0000
34	0.6764	0.4565	0.3291	0.6687	0.0942	0.7887	19.1000	0.1140	934.0000	208.0000	0.2227	937.0000
35	0.6823	0.4557	0.3334	0.6771	0.0952	0.7972	19.0000	0.1046	902.0000	182.0000	0.2018	904.0000
36	0.6502	0.4590	0.3291	0.6641	0.0926	0.7899	19.2000	0.1048	890.0000	185.0000	0.2079	892.0000
